Rank   | Player                               |      Elo | Games
20391  | Cody Schwartz                        |   1491.8 | 6
20392  | Erlend Hystad                        |   1491.8 | 6
20393  | Ilya Popov                           |   1491.8 | 5
20394  | Austin Friis                         |   1491.8 | 3
20395  | Roman Lim                            |   1491.8 | 8
20396  | Luca Serianni                        |   1491.8 | 15
20397  | Jason Johnson                        |   1491.7 | 6
20398  | Nelly MacJoakimsson                  |   1491.7 | 5
20399  | Morgan Snipe                         |   1491.7 | 8
20400  | Kalil Saillet                        |   1491.7 | 5
20401  | Andrew Flynn                         |   1491.7 | 11
20402  | William Tallman                      |   1491.7 | 5
20403  | Robert Watkins                       |   1491.7 | 5
20404  | Fco. Jose Ruso de la vega            |   1491.7 | 5
20405  | Deyel Charlier                       |   1491.7 | 5
20406  | Patrick Patchen                      |   1491.7 | 5
20407  | Jan Lubojacky                        |   1491.7 | 5
20408  | Theo Dellios                         |   1491.7 | 10
20409  | Finian Massa                         |   1491.7 | 33
20410  | Alastair Harris                      |   1491.7 | 5
20411  | Steve Goobie                         |   1491.7 | 5
20412  | Kristjan Malmstein                   |   1491.7 | 5
20413  | Kyle Dowling                         |   1491.7 | 3
20414  | Tyler Swallow-Jones                  |   1491.7 | 5
20415  | Fabian Todt                          |   1491.7 | 5
20416  | Will Wolfe                           |   1491.7 | 5
20417  | Julius NILLSON                       |   1491.7 | 5
20418  | Jonathan De Leo                      |   1491.7 | 12
20419  | Dan Catton                           |   1491.7 | 5
20420  | Christopher Taylor                   |   1491.7 | 5
20421  | Michael Ekholm                       |   1491.7 | 4
20422  | Samuel Miranda                       |   1491.7 | 6
20423  | Dahkota Stacey                       |   1491.7 | 5
20424  | Stefan Colhoun                       |   1491.7 | 5
20425  | Marcin Zdebski                       |   1491.7 | 4
20426  | Rafael Miguel Martínez Legorburu     |   1491.7 | 5
20427  | Hunter Taylor                        |   1491.7 | 3
20428  | Pierre Rino                          |   1491.7 | 20
20429  | Duncan Simpson                       |   1491.7 | 20
20430  | Darren Phan                          |   1491.7 | 5
20431  | Reed Erickson                        |   1491.7 | 1
20432  | Vasily (Enthar) Kazennov             |   1491.7 | 2
20433  | Felipe Cintron                       |   1491.7 | 19
20434  | Raymond Poosz                        |   1491.7 | 12
20435  | Eetu Rannisto                        |   1491.7 | 3
20436  | Jonah It's Imperial Guard, not aStr… |   1491.7 | 5
20437  | Edward Morgan                        |   1491.7 | 15
20438  | Calum McPherson                      |   1491.7 | 20
20439  | Henry Jones                          |   1491.7 | 6
20440  | Sebastian Morin                      |   1491.7 | 10
20441  | Jimmy Hayes                          |   1491.7 | 6
20442  | Issiah Wright                        |   1491.7 | 5
20443  | Mikel Fernandez                      |   1491.7 | 3
20444  | Laurence Hyde Parker                 |   1491.7 | 45
20445  | Caden Cobb                           |   1491.7 | 10
20446  | Thibault VERCRUYSSE                  |   1491.7 | 1
20447  | Daniel Nigro                         |   1491.7 | 7
20448  | Ferdinand Weidmann                   |   1491.7 | 5
20449  | Royale Gaviola                       |   1491.7 | 4
20450  | Eduardo Saiz                         |   1491.7 | 5
20451  | Tim Lawlor                           |   1491.7 | 5
20452  | Rob Parsons                          |   1491.7 | 11
20453  | Marc Willems                         |   1491.7 | 6
20454  | Sebastian Bergmann                   |   1491.7 | 6
20455  | Darius Singfield                     |   1491.7 | 5
20456  | Julia Sandström                      |   1491.7 | 5
20457  | Jay Ferguson                         |   1491.7 | 5
20458  | Jorge Usero                          |   1491.7 | 6
20459  | Anthony Philips                      |   1491.7 | 5
20460  | Floris Anemaet                       |   1491.7 | 6
20461  | Eszter Nádudvardi                    |   1491.7 | 5
20462  | Buy 4                                |   1491.7 | 5
20463  | Ross Grimes                          |   1491.7 | 29
20464  | Steve Yeo                            |   1491.7 | 10
20465  | Arnold Manuel                        |   1491.7 | 15
20466  | aldo santiago mojica Figueroa        |   1491.7 | 6
20467  | Aaron Fenwick                        |   1491.6 | 3
20468  | Harry Wise                           |   1491.6 | 7
20469  | Fabian Grosinger                     |   1491.6 | 31
20470  | Aaron Anderson                       |   1491.6 | 5
20471  | jace contos                          |   1491.6 | 7
20472  | Andrea Gamberini                     |   1491.6 | 5
20473  | Grant Watts                          |   1491.6 | 6
20474  | Matthew Moshier                      |   1491.6 | 8
20475  | Michael Prell                        |   1491.6 | 8
20476  | Георгий Lamadrama Мегрелешвили       |   1491.6 | 5
20477  | Aidan Hammett                        |   1491.6 | 17
20478  | Johnni Bech                          |   1491.6 | 5
20479  | Wayne Elliott                        |   1491.6 | 5
20480  | Даниил "Over" Янгайкин               |   1491.6 | 5
20481  | Farelo Farelo                        |   1491.6 | 5
20482  | david Tulkhas                        |   1491.6 | 16
20483  | Graham West                          |   1491.6 | 5
20484  | Stacey Bond                          |   1491.6 | 5
20485  | Austin Nesselrodt                    |   1491.6 | 5
20486  | Christos Voulgaris                   |   1491.6 | 5
20487  | Kristopher Russell                   |   1491.6 | 5
20488  | Michael Powell                       |   1491.6 | 5
20489  | Cole Sowers                          |   1491.6 | 60
20490  | Gerardo (Laloc) Esquer               |   1491.6 | 5
20491  | Kat Spencer                          |   1491.6 | 14
20492  | Michael Salchert                     |   1491.6 | 10
20493  | Sean Sellers                         |   1491.6 | 4
20494  | Maria Heeres                         |   1491.6 | 6
20495  | Kirk Henley                          |   1491.6 | 5
20496  | Joshua Doyle                         |   1491.6 | 2
20497  | Roger Mayol                          |   1491.6 | 5
20498  | Lincoln Sciarrone                    |   1491.6 | 5
20499  | Miguel Yunes                         |   1491.6 | 8
20500  | Carlos Salazar                       |   1491.6 | 5
20501  | Jake Braham                          |   1491.6 | 6
20502  | Hayden McCormack                     |   1491.6 | 5
20503  | Mathias Desting                      |   1491.6 | 5
20504  | Jake Rogers                          |   1491.6 | 4
20505  | Tanner Dixon                         |   1491.6 | 4
20506  | Mark Hall                            |   1491.6 | 4
20507  | Sébastien Desforges                  |   1491.6 | 20
20508  | Tom Kayser                           |   1491.6 | 43
20509  | Christian Bard                       |   1491.6 | 10
20510  | Claudius Speitel                     |   1491.6 | 5
20511  | Julien Moriamé                       |   1491.6 | 5
20512  | Shadrach Feenstra                    |   1491.6 | 15
20513  | Kai Holdaway                         |   1491.6 | 3
20514  | Degerlat Degerlat                    |   1491.6 | 5
20515  | zach carson                          |   1491.6 | 5
20516  | Андрей Алексиенко                    |   1491.6 | 5
20517  | Eric Turman                          |   1491.6 | 5
20518  | Trenton Aldridge                     |   1491.6 | 5
20519  | Flood Thomas                         |   1491.6 | 5
20520  | Austin Bennett                       |   1491.6 | 6
20521  | Eric A Blount                        |   1491.6 | 19
20522  | Collin Williams                      |   1491.6 | 5
20523  | Carlos Marill                        |   1491.6 | 16
20524  | 洋 葱                                  |   1491.6 | 2
20525  | David Willmot                        |   1491.6 | 10
20526  | Michael DiPresso                     |   1491.6 | 15
20527  | Anton Katsu                          |   1491.6 | 5
20528  | Blake Davis                          |   1491.6 | 6
20529  | Simon Priisalu                       |   1491.6 | 5
20530  | Jess Martin                          |   1491.6 | 5
20531  | Gal Pungerčar                        |   1491.6 | 5
20532  | Jack Yanowski                        |   1491.6 | 5
20533  | Daniel Rodriguez                     |   1491.6 | 5
20534  | Joel Signorelli                      |   1491.6 | 6
20535  | Nick Hill                            |   1491.6 | 10
20536  | Norah Bergmann                       |   1491.6 | 5
20537  | Alexander Husak                      |   1491.6 | 5
20538  | Gonzalo G.                           |   1491.6 | 10
20539  | Cody VandenBosch                     |   1491.6 | 5
20540  | Chris Chang                          |   1491.6 | 5
20541  | Симаель Измайлов                     |   1491.6 | 5
20542  | Conor Patton                         |   1491.6 | 5
20543  | Isaiah York                          |   1491.5 | 10
20544  | Luke Baldwin                         |   1491.5 | 5
20545  | Eneko "Stel" O'Carroll               |   1491.5 | 2
20546  | JP Goodings                          |   1491.5 | 5
20547  | Gordon Cady                          |   1491.5 | 13
20548  | Joseph Boates                        |   1491.5 | 5
20549  | Ben Morrall                          |   1491.5 | 15
20550  | Mike MacPhee                         |   1491.5 | 34
20551  | Janne Mäntylä                        |   1491.5 | 3
20552  | George Tsemberlis                    |   1491.5 | 5
20553  | Charli 💀                             |   1491.5 | 16
20554  | Bastien Foccroulle                   |   1491.5 | 1
20555  | Marco Freri                          |   1491.5 | 4
20556  | Guillaume Wos                        |   1491.5 | 11
20557  | Rodolfo vizzuett                     |   1491.5 | 9
20558  | Landon Bishop                        |   1491.5 | 5
20559  | Leif Gerhard                         |   1491.5 | 47
20560  | Ajax Smith                           |   1491.5 | 6
20561  | Calum Big C Walton                   |   1491.5 | 4
20562  | Josh Newman                          |   1491.5 | 5
20563  | Andrew Blackwell                     |   1491.5 | 6
20564  | David Andersson                      |   1491.5 | 5
20565  | Erik Asplund                         |   1491.5 | 10
20566  | brandon graham                       |   1491.5 | 6
20567  | Mike Dalby                           |   1491.5 | 5
20568  | Phil Oliver                          |   1491.5 | 5
20569  | Connor Stevenson                     |   1491.5 | 1
20570  | Robert Guay                          |   1491.5 | 10
20571  | Travis Evans                         |   1491.5 | 7
20572  | Toke Bendix                          |   1491.5 | 10
20573  | Bjorn Huijskens                      |   1491.5 | 4
20574  | Tyler Kolk                           |   1491.5 | 4
20575  | Javier López                         |   1491.5 | 10
20576  | Pol Pascual                          |   1491.5 | 5
20577  | Sean McIntyre                        |   1491.5 | 2
20578  | Luke Wright                          |   1491.5 | 5
20579  | Oliver Matthews                      |   1491.5 | 5
20580  | Ryan Gordon                          |   1491.5 | 5
20581  | David Biosca                         |   1491.5 | 10
20582  | Garrett Winslow                      |   1491.5 | 5
20583  | James Roberts                        |   1491.5 | 5
20584  | alec Greg                            |   1491.5 | 5
20585  | Christian Pollstötter                |   1491.5 | 8
20586  | Garret Waldron                       |   1491.5 | 5
20587  | Jamie Brown                          |   1491.5 | 15
20588  | Palmer Reed                          |   1491.5 | 12
20589  | Tim Wilke                            |   1491.5 | 3
20590  | Julien Ripoche                       |   1491.5 | 7
20591  | Harley Millar                        |   1491.5 | 5
20592  | Andrew McQuarrie                     |   1491.5 | 7
20593  | Eloy Lopez                           |   1491.5 | 6
20594  | Juan Tapia Cabal                     |   1491.5 | 5
20595  | Jamie Farquhar                       |   1491.5 | 5
20596  | Bradley Moore                        |   1491.5 | 9
20597  | James Guy                            |   1491.5 | 6
20598  | Scott Topping                        |   1491.5 | 10
20599  | Jeremy Parliman                      |   1491.5 | 12
20600  | Nikolay Gorus 12                     |   1491.5 | 5
20601  | James Davie                          |   1491.5 | 5
20602  | Lauren Tringale                      |   1491.5 | 13
20603  | Daire O'Mahony                       |   1491.5 | 5
20604  | Mick Stuart                          |   1491.5 | 10
20605  | Samuel Golding                       |   1491.5 | 5
20606  | Alexander Alvarado                   |   1491.5 | 13
20607  | Connor Benenati                      |   1491.5 | 6
20608  | Rob Nevarez                          |   1491.5 | 12
20609  | Abraham Saldana                      |   1491.5 | 3
20610  | Christian Franz                      |   1491.5 | 5
20611  | Nicholas Kanan                       |   1491.5 | 6
20612  | Sean “The Warboss” Pittman - RINGER  |   1491.5 | 3
20613  | Ruben Rodríguez Quiñones             |   1491.5 | 10
20614  | Michael Branch                       |   1491.5 | 8
20615  | Kai Simonsen                         |   1491.5 | 10
20616  | Alexander Detron31 Griban            |   1491.5 | 5
20617  | Justin Reti                          |   1491.5 | 20
20618  | Jack Dickinson                       |   1491.5 | 3
20619  | Daniel McReast                       |   1491.5 | 3
20620  | Erik Ljosland                        |   1491.5 | 6
20621  | Miguel Cook                          |   1491.5 | 14
20622  | 河图 洛书                                |   1491.5 | 5
20623  | doug crawford                        |   1491.5 | 8
20624  | Nicolai Åsend                        |   1491.5 | 6
20625  | Corbin Shelton                       |   1491.5 | 6
20626  | Niclas Larsen                        |   1491.5 | 8
20627  | Leo Lam Reis                         |   1491.4 | 10
20628  | Patricio Fons                        |   1491.4 | 5
20629  | Michael Wilkinson                    |   1491.4 | 5
20630  | BRANDON RUBECK                       |   1491.4 | 3
20631  | Ryan Tanner                          |   1491.4 | 5
20632  | Gromorian Gromorian                  |   1491.4 | 5
20633  | Miguel Sanchez                       |   1491.4 | 5
20634  | Edmund Hattingh                      |   1491.4 | 5
20635  | Jason Connaughton                    |   1491.4 | 6
20636  | Federico Balestro                    |   1491.4 | 30
20637  | James Perry                          |   1491.4 | 4
20638  | Rudolf Semansky                      |   1491.4 | 5
20639  | Eduardo Chirlaque                    |   1491.4 | 5
20640  | Patrik Larses                        |   1491.4 | 5
20641  | Dan Robinson                         |   1491.4 | 5
20642  | Charon Charon                        |   1491.4 | 5
20643  | Anthony Yarysh                       |   1491.4 | 10
20644  | Grimor "Legio VI Victrix"            |   1491.4 | 5
20645  | James Holmes                         |   1491.4 | 13
20646  | Patrick Venschröder                  |   1491.4 | 18
20647  | Jay Lymer                            |   1491.4 | 14
20648  | Billy Horton                         |   1491.4 | 5
20649  | Hyder Al Hassani                     |   1491.4 | 5
20650  | Gunner Dobbins                       |   1491.4 | 7
20651  | Ramon Buczynskyj                     |   1491.4 | 21
20652  | Bot 5 Leagues of Votann              |   1491.4 | 5
20653  | paulina bernal                       |   1491.4 | 3
20654  | Jake Harding                         |   1491.4 | 74
20655  | Kantabro López                       |   1491.4 | 5
20656  | Joel Silverklo                       |   1491.4 | 5
20657  | Brenden Burrus                       |   1491.4 | 5
20658  | Kyle Dupler                          |   1491.4 | 6
20659  | John Birkett                         |   1491.4 | 5
20660  | EMMANUEL NAVARRO DOMINGUEZ           |   1491.4 | 6
20661  | Evan Fair                            |   1491.4 | 5
20662  | Michael de Peyrecave                 |   1491.4 | 5
20663  | James Gotrekson                      |   1491.4 | 3
20664  | Jeremy Cochran                       |   1491.4 | 5
20665  | Anthony Jenny                        |   1491.4 | 6
20666  | Branden Johnson                      |   1491.4 | 5
20667  | Christian Meads                      |   1491.4 | 8
20668  | Patrik Lundqvist                     |   1491.4 | 5
20669  | Josh Curtis                          |   1491.4 | 46
20670  | Ben Thompson                         |   1491.4 | 12
20671  | Kjell Arne Ingebrethsen              |   1491.4 | 6
20672  | Jacob Whiteman                       |   1491.4 | 5
20673  | Harry Bhalla                         |   1491.4 | 5
20674  | Troy Romaine                         |   1491.4 | 4
20675  | Alex Leskó                           |   1491.4 | 3
20676  | Michael Gebhard                      |   1491.4 | 10
20677  | Rob Williams                         |   1491.4 | 15
20678  | Levon Leastman                       |   1491.4 | 33
20679  | Hendrik Pley                         |   1491.4 | 5
20680  | Joshua Kurtz                         |   1491.4 | 4
20681  | Raul Pereira                         |   1491.4 | 1
20682  | Fergus Edwards                       |   1491.4 | 4
20683  | Bybus HIN 131 Michail Ryabov         |   1491.4 | 5
20684  | Alex Kaltsounis                      |   1491.4 | 14
20685  | Drew Jeffrey                         |   1491.4 | 10
20686  | Renaud Boehrer                       |   1491.4 | 6
20687  | Stein Kåre Hellem                    |   1491.4 | 10
20688  | Virgile Dorgueil                     |   1491.4 | 5
20689  | Fred De La Cruz                      |   1491.4 | 5
20690  | Денис Machiko                        |   1491.4 | 5
20691  | Michael Baird                        |   1491.4 | 5
20692  | Ethan Hughes                         |   1491.4 | 5
20693  | Barba con Salva                      |   1491.4 | 5
20694  | Ben Parker                           |   1491.4 | 5
20695  | Sebastian Zalek                      |   1491.4 | 3
20696  | Jarkko Vepsäläinen                   |   1491.4 | 5
20697  | Chris Huish                          |   1491.4 | 3
20698  | Jordi Vanis                          |   1491.4 | 5
20699  | Connor Ward                          |   1491.4 | 15
20700  | Geert P                              |   1491.4 | 11
20701  | George Entafianos                    |   1491.4 | 10
20702  | Raymond Burt                         |   1491.4 | 5
20703  | Alice Collings                       |   1491.4 | 5
20704  | Michael Aase                         |   1491.3 | 12
20705  | Jason Gerbsch                        |   1491.3 | 4
20706  | HONY G                               |   1491.3 | 4
20707  | Bασιλειος Σταμου                     |   1491.3 | 5
20708  | Alexander Happel                     |   1491.3 | 7
20709  | Francis Mahon                        |   1491.3 | 10
20710  | Cody Lindeman-Johnson                |   1491.3 | 6
20711  | Ashley Crawford                      |   1491.3 | 3
20712  | tyler saulnier                       |   1491.3 | 3
20713  | Gregory Mich                         |   1491.3 | 23
20714  | Jaiden Hawkes                        |   1491.3 | 8
20715  | Trent Segetin                        |   1491.3 | 5
20716  | Edward Winterberry                   |   1491.3 | 3
20717  | Stewart Reid                         |   1491.3 | 5
20718  | Matthias Ebenbauer                   |   1491.3 | 21
20719  | Allen Marselas                       |   1491.3 | 3
20720  | Tyler First                          |   1491.3 | 5
20721  | Mario de Senna                       |   1491.3 | 18
20722  | Jarl Johnny Jacobsen                 |   1491.3 | 6
20723  | Nicolas Haismann                     |   1491.3 | 6
20724  | Manuel Piro                          |   1491.3 | 5
20725  | Beau-Dean Adams                      |   1491.3 | 10
20726  | Marcus Zettervall                    |   1491.3 | 10
20727  | Sergi elKnight                       |   1491.3 | 30
20728  | James Watterson                      |   1491.3 | 10
20729  | David Fuller                         |   1491.3 | 24
20730  | Paul Klein                           |   1491.3 | 12
20731  | Julien Delvoye                       |   1491.3 | 10
20732  | Yngve Gregoriussen                   |   1491.3 | 20
20733  | Jonathan Abbott                      |   1491.3 | 5
20734  | Blake Lowther                        |   1491.3 | 6
20735  | Blake Harris                         |   1491.3 | 20
20736  | Tyler Petrie                         |   1491.3 | 5
20737  | Andrew Benson                        |   1491.3 | 6
20738  | Niklas Brandt                        |   1491.3 | 11
20739  | Alex Pritchard-Smith                 |   1491.3 | 5
20740  | David Allen                          |   1491.3 | 15
20741  | Dominik Öller                        |   1491.3 | 5
20742  | Martin Zahalka                       |   1491.3 | 5
20743  | Christian-Sören Meier                |   1491.3 | 11
20744  | Florian Gregoire                     |   1491.3 | 5
20745  | Josh Hall                            |   1491.3 | 20
20746  | Brian Watkins                        |   1491.3 | 6
20747  | Juan Perez                           |   1491.3 | 5
20748  | Daniel Hanson                        |   1491.3 | 4
20749  | Daniel Bartholomew                   |   1491.3 | 12
20750  | Yuanliang (Leon) Yu                  |   1491.3 | 6
20751  | Tomáš "Brunny" Brunner               |   1491.3 | 5
20752  | Jay Diedrick                         |   1491.3 | 5
20753  | David Téllez                         |   1491.3 | 4
20754  | John Egland                          |   1491.3 | 5
20755  | Will McNaughton                      |   1491.3 | 4
20756  | Matt Ettsen                          |   1491.3 | 15
20757  | Manuel Steinberg                     |   1491.3 | 5
20758  | Miles Krieger                        |   1491.3 | 2
20759  | Rory Macdonald                       |   1491.3 | 42
20760  | Rob Hanna                            |   1491.3 | 12
20761  | Sean Morris                          |   1491.3 | 5
20762  | Barry Everard                        |   1491.3 | 15
20763  | Jake Grabe                           |   1491.3 | 5
20764  | Tyson Carruth                        |   1491.3 | 6
20765  | Thomas Gunn                          |   1491.3 | 19
20766  | Дмитрий Корнилов                     |   1491.3 | 5
20767  | Mathew Norris                        |   1491.3 | 5
20768  | Marquis Farrior                      |   1491.3 | 6
20769  | Andreas Mahler                       |   1491.3 | 5
20770  | Timothy Tuttle                       |   1491.2 | 5
20771  | Joe Large                            |   1491.2 | 5
20772  | Cedric Chassaigne                    |   1491.2 | 6
20773  | Lukas Wagner                         |   1491.2 | 8
20774  | Joshua Castellaw                     |   1491.2 | 5
20775  | Roc Andrés - Mana Red                |   1491.2 | 5
20776  | Dimitri  Leonard                     |   1491.2 | 1
20777  | Kristoffer Høyum                     |   1491.2 | 6
20778  | Moira Tiedemann                      |   1491.2 | 5
20779  | Gustav Raittila                      |   1491.2 | 5
20780  | Alfred Informal                      |   1491.2 | 9
20781  | Brian Donnell                        |   1491.2 | 5
20782  | Chris Titchenell                     |   1491.2 | 20
20783  | Matthew Petro                        |   1491.2 | 10
20784  | Chad Bruetsch                        |   1491.2 | 8
20785  | Latif Ucdereli                       |   1491.2 | 5
20786  | Óscar Abad Gómez                     |   1491.2 | 6
20787  | Miguel Martínez                      |   1491.2 | 10
20788  | Alexander Gleason                    |   1491.2 | 21
20789  | Peter Doyle                          |   1491.2 | 5
20790  | Alberto Solana Omegapretorian        |   1491.2 | 5
20791  | Jack Goetz                           |   1491.2 | 5
20792  | Helge Ritter                         |   1491.2 | 5
20793  | Petar Paunchev                       |   1491.2 | 6
20794  | Gabe Becker                          |   1491.2 | 5
20795  | Haydn Roberts                        |   1491.2 | 5
20796  | Rick Haufe                           |   1491.2 | 12
20797  | Spencer Glenfield                    |   1491.2 | 5
20798  | Miguel Echeverria                    |   1491.2 | 5
20799  | Diego Alberto Estrada Hernandez      |   1491.2 | 5
20800  | teodor Antonsson Granberg            |   1491.2 | 10
20801  | Joey Flaherty                        |   1491.2 | 5
20802  | Koen Ardis                           |   1491.2 | 12
20803  | Costa Kokkinos                       |   1491.2 | 6
20804  | Brendan Botero                       |   1491.2 | 6
20805  | Ben Howlett                          |   1491.2 | 3
20806  | C M                                  |   1491.2 | 3
20807  | Conor Stewart                        |   1491.2 | 5
20808  | Eli Tingey                           |   1491.2 | 5
20809  | Talles Alexis                        |   1491.2 | 5
20810  | Jan Henry Friedebold                 |   1491.2 | 5
20811  | Daniel Stigall                       |   1491.2 | 6
20812  | Hoi Yang                             |   1491.2 | 28
20813  | Marcos El MachBro                    |   1491.2 | 5
20814  | Riley Wegmann                        |   1491.2 | 5
20815  | Victor Karis                         |   1491.2 | 5
20816  | William Knowles                      |   1491.2 | 7
20817  | Connor Petrie                        |   1491.2 | 15
20818  | Kieran Kennett                       |   1491.2 | 15
20819  | Matt B                               |   1491.2 | 3
20820  | Michele Lucis                        |   1491.2 | 15
20821  | James Leech                          |   1491.2 | 5
20822  | Michael Curry                        |   1491.2 | 4
20823  | Casey Holley                         |   1491.2 | 5
20824  | Ryan Nelson                          |   1491.1 | 9
20825  | Charlie Williams                     |   1491.1 | 46
20826  | Paulo Lagdamen                       |   1491.1 | 6
20827  | Jose David Fernández                 |   1491.1 | 15
20828  | Connor Fletcher                      |   1491.1 | 5
20829  | Αποστόλης Μαλικιώσης                 |   1491.1 | 5
20830  | Arteros Ionov                        |   1491.1 | 5
20831  | Bevan Bond                           |   1491.1 | 5
20832  | Timothy Dierdorff                    |   1491.1 | 5
20833  | James Mattheis                       |   1491.1 | 6
20834  | Ross Weekes                          |   1491.1 | 5
20835  | Дмитрий фаноры Просянов              |   1491.1 | 5
20836  | Troy Bell                            |   1491.1 | 5
20837  | Andrew Everett                       |   1491.1 | 3
20838  | Mitchell Dorcas                      |   1491.1 | 9
20839  | Marco Heiders                        |   1491.1 | 10
20840  | George Chambers                      |   1491.1 | 5
20841  | Diego Serrano                        |   1491.1 | 5
20842  | Alexandr Rudenko (HIN 855)           |   1491.1 | 5
20843  | Telfer Reynolds                      |   1491.1 | 5
20844  | Алексей "AlexULTRA" Кусков (HIN: 97… |   1491.1 | 5
20845  | Caleb blackburn                      |   1491.1 | 5
20846  | Nikolai Hansen                       |   1491.1 | 5
20847  | Luke Hilferty                        |   1491.1 | 5
20848  | Matthew Thompson                     |   1491.1 | 5
20849  | Sven Cordes                          |   1491.1 | 16
20850  | Nicky Hupp                           |   1491.1 | 10
20851  | Tim Hasse                            |   1491.1 | 6
20852  | Blake Graumann                       |   1491.1 | 10
20853  | Lachlan James                        |   1491.1 | 15
20854  | Keith Kovach                         |   1491.1 | 4
20855  | Stephanie Fisher                     |   1491.1 | 5
20856  | Cody Egan                            |   1491.1 | 6
20857  | Pablo "El Principito" Huertas García |   1491.1 | 5
20858  | Richard Ponthier                     |   1491.1 | 11
20859  | Lorenzo Sgarallino                   |   1491.1 | 5
20860  | Kyle Beck                            |   1491.1 | 27
20861  | Anton ronnar Borodin                 |   1491.1 | 5
20862  | Chassaigne Cedric                    |   1491.1 | 8
20863  | Sven Neubauer                        |   1491.1 | 5
20864  | Gary Walker                          |   1491.1 | 5
20865  | Kevin Emms                           |   1491.1 | 16
20866  | Dom Lawson                           |   1491.1 | 5
20867  | Soto Cripta                          |   1491.1 | 21
20868  | Lars Christoffersen                  |   1491.1 | 13
20869  | Ryan Patchett                        |   1491.1 | 5
20870  | Nick Balls                           |   1491.1 | 3
20871  | James Salisbury                      |   1491.1 | 9
20872  | Marckgyver B.                        |   1491.1 | 15
20873  | Renaud Belanger                      |   1491.1 | 15
20874  | Oliver Rikkilä                       |   1491.1 | 5
20875  | Josh Kelly                           |   1491.1 | 11
20876  | Maurice Pugh                         |   1491.1 | 4
20877  | Branden Oaks                         |   1491.0 | 14
20878  | Logan Hubbard                        |   1491.0 | 3
20879  | Sebastian Lundbäck                   |   1491.0 | 5
20880  | Leo Talsta                           |   1491.0 | 5
20881  | Craig Erdmann                        |   1491.0 | 10
20882  | Kiefer Quirk                         |   1491.0 | 6
20883  | José Lecona                          |   1491.0 | 6
20884  | Ollie Smith                          |   1491.0 | 5
20885  | Jason Martinez                       |   1491.0 | 3
20886  | Kim René Sjursæther                  |   1491.0 | 3
20887  | Tim Murray                           |   1491.0 | 5
20888  | Dylan Walsh                          |   1491.0 | 5
20889  | Noah Reiniger                        |   1491.0 | 35
20890  | Simon Botterill                      |   1491.0 | 5
20891  | Tyler Parker                         |   1491.0 | 24
20892  | Roger Vanbrocklin                    |   1491.0 | 12
20893  | Matthew Lloyd                        |   1491.0 | 5
20894  | Jamie Mitchell                       |   1491.0 | 14
20895  | Sam Burgess                          |   1491.0 | 5
20896  | Jostein Mathisen                     |   1491.0 | 12
20897  | Gianpiero Boschi                     |   1491.0 | 5
20898  | Jonathan Fachko                      |   1491.0 | 6
20899  | Mike Wetsch                          |   1491.0 | 28
20900  | Sebastian Rudi                       |   1491.0 | 5
20901  | Chris Rountree                       |   1491.0 | 6
20902  | Michael Bone                         |   1491.0 | 4
20903  | Илья Мурмуляк                        |   1491.0 | 5
20904  | Peter Bowles                         |   1491.0 | 5
20905  | Cj Shortland                         |   1491.0 | 5
20906  | Ryan Hobbs                           |   1491.0 | 49
20907  | Luis Flores                          |   1491.0 | 5
20908  | Daniel Hammond                       |   1491.0 | 20
20909  | michael maira                        |   1491.0 | 5
20910  | Romain ’’Ankalagon’’ Adam            |   1491.0 | 5
20911  | Joshua Roberts                       |   1491.0 | 134
20912  | Viktor Ejlersen                      |   1491.0 | 5
20913  | Alex Zebas                           |   1491.0 | 12
20914  | Christian Pieters                    |   1491.0 | 9
20915  | Nathan Ross                          |   1491.0 | 11
20916  | Jordan Stuckenschneider              |   1491.0 | 34
20917  | Erik Lindholm                        |   1491.0 | 14
20918  | Mason King                           |   1491.0 | 5
20919  | Laci Bates                           |   1491.0 | 5
20920  | Vincent Yu                           |   1490.9 | 16
20921  | Tom McKeever                         |   1490.9 | 10
20922  | Déclert Enguerran                    |   1490.9 | 5
20923  | Eddie Stilwell                       |   1490.9 | 10
20924  | Hiro Sheh                            |   1490.9 | 5
20925  | Robinho Schreiber                    |   1490.9 | 5
20926  | Springer From Jumperland             |   1490.9 | 5
20927  | arturo cabello                       |   1490.9 | 10
20928  | Connor Reed                          |   1490.9 | 10
20929  | Cole Rutherford                      |   1490.9 | 5
20930  | Oliver Duffy                         |   1490.9 | 5
20931  | Mitchel Chalupiak                    |   1490.9 | 5
20932  | Teniente Tillas                      |   1490.9 | 5
20933  | Oliver Barker                        |   1490.9 | 6
20934  | Joshua A Bradwell                    |   1490.9 | 34
20935  | Tony Silva                           |   1490.9 | 8
20936  | Tommy Burgess                        |   1490.9 | 5
20937  | Brendon O'Shea                       |   1490.9 | 5
20938  | Chris Pott                           |   1490.9 | 5
20939  | Robbie Cuch                          |   1490.9 | 6
20940  | Donald Sandwich                      |   1490.9 | 6
20941  | Dakota Krieger                       |   1490.9 | 2
20942  | Alex Fillo                           |   1490.9 | 5
20943  | Gillian Ouaid                        |   1490.9 | 49
20944  | Matthew Heywood                      |   1490.9 | 6
20945  | zeen zeen                            |   1490.9 | 5
20946  | Justin Farwell                       |   1490.9 | 7
20947  | Martin Lindgren                      |   1490.9 | 5
20948  | Jack Coombes                         |   1490.9 | 15
